point_id,|knn_neighbors|,knn_neighbors_id,|rnn_neighbors|,rnn_neighbors_id
278.0,9.0,273;305;303;317;290;313;304;256;67;,9.0,273;305;303;317;290;313;304;256;67;
279.0,9.0,246;244;55;42;261;268;63;277;249;,9.0,246;244;55;42;261;268;63;277;249;
280.0,9.0,301;292;304;313;310;288;303;306;273;,9.0,301;292;304;313;310;288;303;306;273;
281.0,9.0,311;299;293;297;319;308;284;306;288;,9.0,311;299;293;297;319;308;284;306;288;
282.0,9.0,66;40;255;76;272;251;316;58;41;,9.0,66;40;255;76;272;251;316;58;41;
283.0,9.0,300;298;296;291;285;314;295;287;284;,9.0,300;298;296;291;285;314;295;287;284;
284.0,9.0,308;319;299;314;285;311;281;293;297;,9.0,308;319;299;314;285;311;281;293;297;
285.0,9.0,314;291;284;308;300;319;283;299;298;,9.0,314;291;284;308;300;319;283;299;298;
286.0,9.0,332;343;348;321;309;325;347;337;302;,9.0,332;343;348;321;309;325;347;337;302;
287.0,9.0,295;307;294;296;298;283;300;302;291;,9.0,295;307;294;296;298;283;300;302;291;
288.0,9.0,310;306;292;280;301;297;304;313;293;,9.0,310;306;292;280;301;297;304;313;293;
289.0,9.0,60;318;276;47;67;256;290;317;49;,9.0,60;318;276;47;67;256;290;317;49;
290.0,9.0,317;256;67;47;305;278;60;273;289;,9.0,317;256;67;47;305;278;60;273;289;
291.0,9.0,300;283;285;314;298;296;284;308;319;,9.0,300;283;285;314;298;296;284;308;319;
292.0,9.0,280;301;310;288;304;313;306;303;297;,9.0,280;301;310;288;304;313;306;303;297;
293.0,9.0,297;281;311;299;306;288;310;319;292;,9.0,297;281;311;299;306;288;310;319;292;
294.0,9.0,307;287;302;295;296;298;283;300;309;,9.0,307;287;302;295;296;298;283;300;309;
295.0,9.0,287;296;298;307;294;283;300;291;285;,9.0,287;296;298;307;294;283;300;291;285;
296.0,9.0,298;283;300;295;291;287;285;314;307;,9.0,298;283;300;295;291;287;285;314;307;
297.0,9.0,293;306;288;281;311;310;299;292;280;,9.0,293;306;288;281;311;310;299;292;280;
298.0,9.0,296;283;300;291;295;287;285;314;307;,9.0,296;283;300;291;295;287;285;314;307;
299.0,9.0,311;281;319;293;308;284;297;306;288;,9.0,311;281;319;293;308;284;297;306;288;
300.0,9.0,283;291;298;296;285;314;295;284;308;,9.0,283;291;298;296;285;314;295;284;308;
301.0,9.0,280;292;304;313;310;303;288;306;273;,9.0,280;292;304;313;310;303;288;306;273;
302.0,9.0,294;307;309;287;295;296;298;283;300;,9.0,294;307;309;287;295;296;298;283;300;
303.0,9.0,313;304;301;273;280;278;292;305;310;,9.0,313;304;301;273;280;278;292;305;310;
304.0,9.0,313;301;280;303;292;310;288;273;278;,9.0,313;301;280;303;292;310;288;273;278;
305.0,9.0,278;273;317;290;303;256;67;47;313;,9.0,278;273;317;290;303;256;67;47;313;
306.0,9.0,288;310;297;292;293;280;301;304;281;,9.0,288;310;297;292;293;280;301;304;281;
307.0,9.0,294;287;295;302;296;298;283;300;291;,9.0,294;287;295;302;296;298;283;300;291;
308.0,9.0,284;319;299;314;311;281;285;293;297;,9.0,284;319;299;314;311;281;285;293;297;
309.0,9.0,302;294;286;332;307;287;295;296;343;,9.0,302;294;286;332;307;287;295;296;343;
310.0,9.0,288;292;306;280;301;304;297;313;293;,9.0,288;292;306;280;301;304;297;313;293;
311.0,9.0,281;299;293;297;319;308;284;306;288;,9.0,281;299;293;297;319;308;284;306;288;
312.0,9.0,53;54;69;62;315;44;266;49;75;,9.0,53;54;69;62;315;44;266;49;75;
313.0,9.0,304;303;301;280;292;310;273;288;278;,9.0,304;303;301;280;292;310;273;288;278;
314.0,9.0,285;284;291;308;319;300;283;299;311;,9.0,285;284;291;308;319;300;283;299;311;
315.0,9.0,62;54;53;49;312;69;44;266;75;,9.0,62;54;53;49;312;69;44;266;75;
316.0,9.0,251;41;272;247;40;259;43;282;249;,9.0,251;41;272;247;40;259;43;282;249;
317.0,9.0,290;256;67;47;305;278;60;273;289;,9.0,290;256;67;47;305;278;60;273;289;
318.0,9.0,276;289;60;47;49;67;256;290;317;,9.0,276;289;60;47;49;67;256;290;317;
319.0,9.0,308;284;299;311;281;314;293;285;297;,9.0,308;284;299;311;281;314;293;285;297;
320.0,9.0,330;333;334;356;355;357;345;335;352;,9.0,330;333;334;356;355;357;345;335;352;
321.0,9.0,348;325;343;347;337;338;327;328;332;,9.0,348;325;343;347;337;338;327;328;332;
322.0,9.0,350;349;324;353;331;326;329;336;328;,9.0,350;349;324;353;331;326;329;336;328;
323.0,9.0,346;358;351;339;344;359;354;336;326;,9.0,346;358;351;339;344;359;354;336;326;
324.0,9.0,350;331;326;322;349;353;336;329;328;,9.0,350;331;326;322;349;353;336;329;328;
325.0,9.0,321;347;348;343;337;338;327;328;329;,9.0,321;347;348;343;337;338;327;328;329;
326.0,9.0,331;324;350;336;322;349;353;329;359;,9.0,331;324;350;336;322;349;353;329;359;
327.0,9.0,328;338;337;329;353;349;322;350;324;,9.0,328;338;337;329;353;349;322;350;324;
328.0,9.0,327;338;329;337;353;349;322;350;324;,9.0,327;338;329;337;353;349;322;350;324;
329.0,9.0,353;349;322;328;350;327;324;331;326;,9.0,353;349;322;328;350;327;324;331;326;
330.0,9.0,333;334;356;355;320;345;335;352;357;,9.0,333;334;356;355;320;345;335;352;357;
331.0,9.0,326;324;350;322;336;349;353;329;359;,9.0,326;324;350;322;336;349;353;329;359;
332.0,9.0,286;343;348;321;325;309;347;337;338;,9.0,286;343;348;321;325;309;347;337;338;
333.0,9.0,334;356;330;355;320;345;335;352;342;,9.0,334;356;330;355;320;345;335;352;342;
334.0,9.0,333;356;330;355;320;345;335;352;342;,9.0,333;356;330;355;320;345;335;352;342;
335.0,9.0,345;352;342;355;356;334;333;330;340;,9.0,345;352;342;355;356;334;333;330;340;
336.0,9.0,326;331;324;350;322;359;349;351;353;,9.0,326;331;324;350;322;359;349;351;353;
337.0,9.0,338;327;328;347;329;353;349;322;350;,9.0,338;327;328;347;329;353;349;322;350;
338.0,9.0,337;327;328;329;353;349;347;322;350;,9.0,337;327;328;329;353;349;347;322;350;
339.0,9.0,344;354;323;346;358;351;340;359;342;,9.0,344;354;323;346;358;351;340;359;342;
340.0,9.0,342;352;354;335;345;344;339;355;356;,9.0,342;352;354;335;345;344;339;355;356;
341.0,9.0,357;320;330;333;334;356;355;345;335;,9.0,357;320;330;333;334;356;355;345;335;
342.0,9.0,352;340;335;345;354;355;356;334;333;,9.0,352;340;335;345;354;355;356;334;333;
343.0,9.0,348;321;325;347;332;286;337;338;327;,9.0,348;321;325;347;332;286;337;338;327;
344.0,9.0,339;354;323;346;358;340;351;359;342;,9.0,339;354;323;346;358;340;351;359;342;
345.0,9.0,335;352;342;355;356;334;333;330;340;,9.0,335;352;342;355;356;334;333;330;340;
346.0,9.0,358;351;323;359;339;344;336;354;326;,9.0,358;351;323;359;339;344;336;354;326;
347.0,9.0,325;337;338;321;327;328;348;329;343;,9.0,325;337;338;321;327;328;348;329;343;
348.0,9.0,321;343;325;347;337;338;332;286;327;,9.0,321;343;325;347;337;338;332;286;327;
349.0,9.0,353;322;329;350;324;331;326;328;327;,9.0,353;322;329;350;324;331;326;328;327;
350.0,9.0,324;322;331;326;349;353;329;336;328;,9.0,324;322;331;326;349;353;329;336;328;
351.0,9.0,358;359;346;323;336;326;339;344;331;,9.0,358;359;346;323;336;326;339;344;331;
352.0,9.0,342;335;345;340;355;356;334;333;354;,9.0,342;335;345;340;355;356;334;333;354;
353.0,9.0,349;329;322;350;324;331;326;328;327;,9.0,349;329;322;350;324;331;326;328;327;
354.0,9.0,344;339;340;323;342;352;346;358;351;,9.0,344;339;340;323;342;352;346;358;351;
355.0,9.0,356;334;333;330;320;345;335;352;342;,9.0,356;334;333;330;320;345;335;352;342;
356.0,9.0,334;333;330;355;320;345;335;352;342;,9.0,334;333;330;355;320;345;335;352;342;
357.0,9.0,341;320;330;333;334;356;355;345;335;,9.0,341;320;330;333;334;356;355;345;335;
358.0,9.0,346;351;323;359;339;344;336;326;331;,9.0,346;351;323;359;339;344;336;326;331;
359.0,9.0,351;358;346;336;323;326;331;324;350;,9.0,351;358;346;336;323;326;331;324;350;
360.0,9.0,18;374;119;3;380;26;384;104;90;,9.0,18;374;119;3;380;26;384;104;90;
361.0,9.0,7;117;0;94;84;88;30;101;105;,9.0,7;117;0;94;84;88;30;101;105;
362.0,9.0,211;85;37;15;127;395;378;4;364;,9.0,211;85;37;15;127;395;378;4;364;
363.0,9.0,385;213;377;96;10;389;118;383;393;,9.0,385;213;377;96;10;389;118;383;393;
364.0,9.0,127;15;85;211;362;368;369;37;370;,9.0,127;15;85;211;362;368;369;37;370;
365.0,9.0,202;226;373;216;388;393;383;210;377;,9.0,202;226;373;216;388;393;383;210;377;
366.0,9.0,218;86;224;217;394;381;399;93;92;,9.0,218;86;224;217;394;381;399;93;92;
367.0,9.0,11;372;379;386;99;12;25;391;397;,9.0,11;372;379;386;99;12;25;391;397;
368.0,9.0,369;370;103;233;364;127;15;85;211;,9.0,369;370;103;233;364;127;15;85;211;
369.0,9.0,368;370;103;233;364;127;15;85;211;,9.0,368;370;103;233;364;127;15;85;211;
370.0,9.0,369;368;103;233;364;127;15;85;211;,9.0,369;368;103;233;364;127;15;85;211;
371.0,9.0,208;391;25;394;12;217;224;218;379;,9.0,208;391;25;394;12;217;224;218;379;
372.0,9.0,379;11;367;12;25;386;391;208;99;,9.0,379;11;367;12;25;386;391;208;99;
373.0,9.0,216;210;202;365;392;226;388;393;383;,9.0,216;210;202;365;392;226;388;393;383;
374.0,9.0,360;18;3;119;380;26;104;384;90;,9.0,360;18;3;119;380;26;104;384;90;
375.0,9.0,81;396;33;397;97;109;206;99;108;,9.0,81;396;33;397;97;109;206;99;108;
376.0,9.0,201;236;100;9;229;235;392;228;237;,9.0,201;236;100;9;229;235;392;228;237;
377.0,9.0,385;383;393;388;226;363;365;213;202;,9.0,385;383;393;388;226;363;365;213;202;
378.0,9.0,4;395;22;92;93;37;399;381;362;,9.0,4;395;22;92;93;37;399;381;362;
379.0,9.0,372;11;367;12;25;386;391;208;99;,9.0,372;11;367;12;25;386;391;208;99;
380.0,9.0,119;26;384;18;360;374;90;3;115;,9.0,119;26;384;18;360;374;90;3;115;
381.0,9.0,399;93;92;22;4;378;395;86;37;,9.0,399;93;92;22;4;378;395;86;37;
382.0,9.0,91;390;82;98;114;28;111;110;13;,9.0,91;390;82;98;114;28;111;110;13;
383.0,9.0,393;388;226;377;385;365;363;202;373;,9.0,393;388;226;377;385;365;363;202;373;
384.0,9.0,26;90;380;119;18;360;115;374;3;,9.0,26;90;380;119;18;360;115;374;3;
385.0,9.0,377;383;393;388;226;363;365;213;96;,9.0,377;383;393;388;226;363;365;213;96;
386.0,9.0,99;367;11;397;372;379;375;12;81;,9.0,99;367;11;397;372;379;375;12;81;
387.0,9.0,231;222;219;230;225;398;223;214;156;,9.0,231;222;219;230;225;398;223;214;156;
388.0,9.0,393;383;226;377;385;365;202;363;373;,9.0,393;383;226;377;385;365;202;363;373;
389.0,9.0,10;96;213;118;363;385;377;383;393;,9.0,10;96;213;118;363;385;377;383;393;
390.0,9.0,91;98;382;111;13;108;82;114;206;,9.0,91;98;382;111;13;108;82;114;206;
391.0,9.0,25;12;208;371;379;372;11;367;394;,9.0,25;12;208;371;379;372;11;367;394;
392.0,9.0,235;236;210;201;216;376;373;100;9;,9.0,235;236;210;201;216;376;373;100;9;
393.0,9.0,388;383;226;377;385;365;202;363;373;,9.0,388;383;226;377;385;365;202;363;373;
394.0,9.0,217;224;218;371;366;208;86;391;25;,9.0,217;224;218;371;366;208;86;391;25;
395.0,9.0,378;4;22;92;37;93;399;381;362;,9.0,378;4;22;92;37;93;399;381;362;
396.0,9.0,33;81;97;375;109;206;397;108;13;,9.0,33;81;97;375;109;206;397;108;13;
397.0,9.0,99;375;81;386;396;33;97;367;109;,9.0,99;375;81;386;396;33;97;367;109;
398.0,9.0,223;225;214;230;219;222;203;231;387;,9.0,223;225;214;230;219;222;203;231;387;
399.0,9.0,381;93;92;22;4;378;395;86;37;,9.0,381;93;92;22;4;378;395;86;37;
400.0,9.0,409;515;411;432;423;408;431;428;434;,9.0,409;515;411;432;423;408;431;428;434;
401.0,9.0,416;410;415;438;426;425;430;418;439;,9.0,416;410;415;438;426;425;430;418;439;
402.0,9.0,435;405;439;418;406;422;430;429;425;,9.0,435;405;439;418;406;422;430;429;425;
403.0,9.0,485;484;488;419;517;503;491;413;495;,9.0,485;484;488;419;517;503;491;413;495;
404.0,9.0,487;427;512;434;428;408;420;432;409;,9.0,487;427;512;434;428;408;420;432;409;
405.0,9.0,402;435;406;439;418;422;429;430;425;,9.0,402;435;406;439;418;422;429;430;425;
406.0,9.0,405;422;402;435;429;439;418;430;425;,9.0,405;422;402;435;429;439;418;430;425;
407.0,9.0,436;414;433;431;423;437;411;515;400;,9.0,436;414;433;431;423;437;411;515;400;
408.0,9.0,428;434;432;487;404;409;400;427;515;,9.0,428;434;432;487;404;409;400;427;515;
409.0,9.0,400;432;515;411;423;408;428;434;431;,9.0,400;432;515;411;423;408;428;434;431;
410.0,9.0,438;401;416;415;426;425;430;418;439;,9.0,438;401;416;415;426;425;430;418;439;
411.0,9.0,515;400;423;409;432;431;433;408;414;,9.0,515;400;423;409;432;431;433;408;414;
412.0,9.0,417;421;437;481;424;491;436;407;488;,9.0,417;421;437;481;424;491;436;407;488;
413.0,9.0,495;514;503;517;419;496;507;484;485;,9.0,495;514;503;517;419;496;507;484;485;
414.0,9.0,433;407;436;431;423;411;515;400;409;,9.0,433;407;436;431;423;411;515;400;409;
415.0,9.0,416;401;410;438;426;425;499;430;418;,9.0,416;401;410;438;426;425;499;430;418;
416.0,9.0,415;401;410;438;426;425;430;499;418;,9.0,415;401;410;438;426;425;430;499;418;
417.0,9.0,421;412;481;424;437;491;488;436;407;,9.0,421;412;481;424;437;491;488;436;407;
418.0,9.0,439;435;402;430;405;406;422;425;429;,9.0,439;435;402;430;405;406;422;425;429;
419.0,9.0,517;503;484;485;403;413;495;514;488;,9.0,517;503;484;485;403;413;495;514;488;
420.0,9.0,512;427;404;487;434;428;429;422;408;,9.0,512;427;404;487;434;428;429;422;408;
421.0,9.0,417;412;481;424;437;491;488;436;407;,9.0,417;412;481;424;437;491;488;436;407;
422.0,9.0,429;406;405;402;435;439;418;430;420;,9.0,429;406;405;402;435;439;418;430;420;
423.0,9.0,411;515;431;400;409;433;432;414;407;,9.0,411;515;431;400;409;433;432;414;407;
424.0,9.0,481;491;421;417;412;488;437;403;485;,9.0,481;491;421;417;412;488;437;403;485;
425.0,9.0,426;430;438;418;439;410;435;402;405;,9.0,426;430;438;418;439;410;435;402;405;
426.0,9.0,425;438;430;410;418;401;439;435;402;,9.0,425;438;430;410;418;401;439;435;402;
427.0,9.0,404;512;487;434;428;420;408;432;409;,9.0,404;512;487;434;428;420;408;432;409;
428.0,9.0,434;408;487;404;427;432;409;512;400;,9.0,434;408;487;404;427;432;409;512;400;
429.0,9.0,422;406;405;402;435;439;418;430;420;,9.0,422;406;405;402;435;439;418;430;420;
430.0,9.0,418;439;425;435;402;426;405;406;422;,9.0,418;439;425;435;402;426;405;406;422;
431.0,9.0,433;414;423;411;407;436;515;400;409;,9.0,433;414;423;411;407;436;515;400;409;
432.0,9.0,409;400;515;411;408;423;428;434;487;,9.0,409;400;515;411;408;423;428;434;487;
433.0,9.0,431;414;407;436;423;411;515;400;409;,9.0,431;414;407;436;423;411;515;400;409;
434.0,9.0,428;408;487;404;427;432;409;512;400;,9.0,428;408;487;404;427;432;409;512;400;
435.0,9.0,402;439;405;418;406;430;422;429;425;,9.0,402;439;405;418;406;430;422;429;425;
436.0,9.0,407;414;433;431;423;437;411;515;400;,9.0,407;414;433;431;423;437;411;515;400;
437.0,9.0,412;417;421;481;436;407;424;414;491;,9.0,412;417;421;481;436;407;424;414;491;
438.0,9.0,410;401;426;416;425;415;430;418;439;,9.0,410;401;426;416;425;415;430;418;439;
439.0,9.0,435;418;402;405;406;430;422;429;425;,9.0,435;418;402;405;406;430;422;429;425;
440.0,9.0,462;464;466;459;461;454;456;469;453;,9.0,462;464;466;459;461;454;456;469;453;
441.0,9.0,443;468;449;473;477;454;461;463;452;,9.0,443;468;449;473;477;454;461;463;452;
442.0,9.0,472;448;447;476;455;445;475;457;470;,9.0,472;448;447;476;455;445;475;457;470;
443.0,9.0,441;468;449;473;477;454;461;463;452;,9.0,441;468;449;473;477;454;461;463;452;
444.0,9.0,446;451;465;478;460;471;450;452;463;,9.0,446;451;465;478;460;471;450;452;463;
445.0,9.0,455;475;476;447;457;470;448;474;472;,9.0,455;475;476;447;457;470;448;474;472;
446.0,9.0,444;465;451;478;460;471;452;450;463;,9.0,444;465;451;478;460;471;452;450;463;
447.0,9.0,476;455;445;475;448;472;457;470;474;,9.0,476;455;445;475;448;472;457;470;474;
448.0,9.0,472;447;476;455;445;475;457;470;474;,9.0,472;447;476;455;445;475;457;470;474;
449.0,9.0,468;473;443;441;477;463;454;452;461;,9.0,468;473;443;441;477;463;454;452;461;
450.0,9.0,471;460;467;478;451;444;446;465;458;,9.0,471;460;467;478;451;444;446;465;458;
451.0,9.0,444;478;446;465;460;471;450;467;452;,9.0,444;478;446;465;460;471;450;467;452;
452.0,9.0,463;465;477;446;473;444;451;449;478;,9.0,463;465;477;446;473;444;451;449;478;
453.0,9.0,469;456;459;466;464;462;440;479;461;,9.0,469;456;459;466;464;462;440;479;461;
454.0,9.0,461;441;443;468;449;473;477;463;452;,9.0,461;441;443;468;449;473;477;463;452;
455.0,9.0,476;447;445;475;448;457;470;472;474;,9.0,476;447;445;475;448;457;470;472;474;
456.0,9.0,469;453;459;466;464;462;440;479;461;,9.0,469;453;459;466;464;462;440;479;461;
457.0,9.0,470;474;475;445;455;458;476;447;467;,9.0,470;474;475;445;455;458;476;447;467;
458.0,9.0,467;474;450;470;471;460;457;478;451;,9.0,467;474;450;470;471;460;457;478;451;
459.0,9.0,466;464;462;440;456;469;453;461;454;,9.0,466;464;462;440;456;469;453;461;454;
460.0,9.0,471;478;450;451;467;444;446;465;458;,9.0,471;478;450;451;467;444;446;465;458;
461.0,9.0,454;441;443;468;449;473;477;463;452;,9.0,454;441;443;468;449;473;477;463;452;
462.0,9.0,440;464;466;459;456;469;461;454;453;,9.0,440;464;466;459;456;469;461;454;453;
463.0,9.0,452;477;473;449;465;468;446;444;443;,9.0,452;477;473;449;465;468;446;444;443;
464.0,9.0,466;459;462;440;456;469;453;461;454;,9.0,466;459;462;440;456;469;453;461;454;
465.0,9.0,446;444;451;478;452;460;471;463;450;,9.0,446;444;451;478;452;460;471;463;450;
466.0,9.0,464;459;462;440;456;469;453;461;454;,9.0,464;459;462;440;456;469;453;461;454;
467.0,9.0,450;471;460;458;478;451;444;446;465;,9.0,450;471;460;458;478;451;444;446;465;
468.0,9.0,443;441;449;473;477;454;461;463;452;,9.0,443;441;449;473;477;454;461;463;452;
469.0,9.0,456;453;459;466;464;462;440;479;461;,9.0,456;453;459;466;464;462;440;479;461;
470.0,9.0,474;457;475;458;445;455;467;476;447;,9.0,474;457;475;458;445;455;467;476;447;
471.0,9.0,460;450;478;451;467;444;446;465;458;,9.0,460;450;478;451;467;444;446;465;458;
472.0,9.0,448;447;476;455;445;475;442;457;470;,9.0,448;447;476;455;445;475;442;457;470;
473.0,9.0,477;449;468;463;443;441;452;454;461;,9.0,477;449;468;463;443;441;452;454;461;
474.0,9.0,470;457;458;475;445;467;455;476;447;,9.0,470;457;458;475;445;467;455;476;447;
475.0,9.0,445;455;457;476;447;470;474;448;458;,9.0,445;455;457;476;447;470;474;448;458;
476.0,9.0,447;455;445;475;448;457;472;470;474;,9.0,447;455;445;475;448;457;472;470;474;
477.0,9.0,473;449;463;468;443;441;452;465;454;,9.0,473;449;463;468;443;441;452;465;454;
478.0,9.0,460;451;471;444;450;446;465;467;452;,9.0,460;451;471;444;450;446;465;467;452;
479.0,9.0,453;469;456;459;466;464;462;440;461;,9.0,453;469;456;459;466;464;462;440;461;
480.0,9.0,490;507;496;513;514;495;413;503;519;,9.0,490;507;496;513;514;495;413;503;519;
481.0,9.0,424;421;417;491;412;488;437;403;485;,9.0,424;421;417;491;412;488;437;403;485;
482.0,9.0,509;497;519;493;513;490;486;480;492;,9.0,509;497;519;493;513;490;486;480;492;
483.0,9.0,492;486;494;498;493;501;516;497;482;,9.0,492;486;494;498;493;501;516;497;482;
484.0,9.0,485;403;419;517;503;488;413;495;491;,9.0,485;403;419;517;503;488;413;495;491;
485.0,9.0,484;403;419;517;488;503;413;491;495;,9.0,484;403;419;517;488;503;413;491;495;
486.0,9.0,492;483;493;497;482;509;494;519;498;,9.0,492;483;493;497;482;509;494;519;498;
487.0,9.0,404;427;434;428;512;408;420;432;409;,9.0,404;427;434;428;512;408;420;432;409;
488.0,9.0,491;403;485;484;424;481;419;517;421;,9.0,491;403;485;484;424;481;419;517;421;
489.0,9.0,502;500;504;172;190;506;191;511;518;,9.0,502;500;504;172;190;506;191;511;518;
490.0,9.0,480;513;507;519;496;509;482;514;497;,9.0,480;513;507;519;496;509;482;514;497;
491.0,9.0,424;488;481;421;417;403;485;412;484;,9.0,424;488;481;421;417;403;485;412;484;
492.0,9.0,486;483;493;494;497;498;482;509;501;,9.0,486;483;493;494;497;498;482;509;501;
493.0,9.0,497;482;509;519;513;486;492;490;483;,9.0,497;482;509;519;513;486;492;490;483;
494.0,9.0,498;501;516;518;511;483;492;506;486;,9.0,498;501;516;518;511;483;492;506;486;
495.0,9.0,413;514;503;517;496;419;507;484;485;,9.0,413;514;503;517;496;419;507;484;485;
496.0,9.0,507;514;495;413;480;503;517;419;490;,9.0,507;514;495;413;480;503;517;419;490;
497.0,9.0,493;482;509;519;513;486;490;492;483;,9.0,493;482;509;519;513;486;490;492;483;
498.0,9.0,494;501;516;518;511;483;506;492;486;,9.0,494;501;516;518;511;483;506;492;486;
499.0,9.0,415;416;401;410;438;426;425;430;418;,9.0,415;416;401;410;438;426;425;430;418;
500.0,9.0,489;172;190;502;191;504;508;510;194;,9.0,489;172;190;502;191;504;508;510;194;
501.0,9.0,516;498;494;518;511;506;483;492;486;,9.0,516;498;494;518;511;506;483;492;486;
502.0,9.0,489;504;500;506;511;518;172;190;516;,9.0,489;504;500;506;511;518;172;190;516;
503.0,9.0,517;413;419;495;514;484;485;403;496;,9.0,517;413;419;495;514;484;485;403;496;
504.0,9.0,502;506;489;511;518;516;501;498;494;,9.0,502;506;489;511;518;516;501;498;494;
505.0,9.0,499;415;416;401;410;438;426;425;430;,9.0,499;415;416;401;410;438;426;425;430;
506.0,9.0,511;518;516;501;498;494;504;483;492;,9.0,511;518;516;501;498;494;504;483;492;
507.0,9.0,496;480;514;495;413;503;490;517;419;,9.0,496;480;514;495;413;503;490;517;419;
508.0,9.0,510;194;165;186;173;191;184;193;190;,9.0,510;194;165;186;173;191;184;193;190;
509.0,9.0,482;519;497;493;513;490;480;486;492;,9.0,482;519;497;493;513;490;480;486;492;
510.0,9.0,194;508;165;186;173;184;191;193;190;,9.0,194;508;165;186;173;184;191;193;190;
511.0,9.0,518;516;501;506;498;494;483;504;492;,9.0,518;516;501;506;498;494;483;504;492;
512.0,9.0,427;404;420;487;434;428;408;432;409;,9.0,427;404;420;487;434;428;408;432;409;
513.0,9.0,490;519;509;482;480;497;493;507;496;,9.0,490;519;509;482;480;497;493;507;496;
514.0,9.0,495;413;503;496;517;419;507;484;485;,9.0,495;413;503;496;517;419;507;484;485;
515.0,9.0,411;400;409;432;423;431;408;433;428;,9.0,411;400;409;432;423;431;408;433;428;
516.0,9.0,501;498;494;518;511;506;483;492;486;,9.0,501;498;494;518;511;506;483;492;486;
517.0,9.0,419;503;484;485;413;495;403;514;488;,9.0,419;503;484;485;413;495;403;514;488;
518.0,9.0,511;516;501;506;498;494;483;492;504;,9.0,511;516;501;506;498;494;483;492;504;
519.0,9.0,509;482;497;513;493;490;480;486;507;,9.0,509;482;497;513;493;490;480;486;507;
520.0,9.0,559;523;540;536;558;543;546;535;556;,9.0,559;523;540;536;558;543;546;535;556;
521.0,9.0,548;538;550;556;535;546;543;522;552;,9.0,548;538;550;556;535;546;543;522;552;
522.0,9.0,552;544;534;542;548;521;531;538;550;,9.0,552;544;534;542;548;521;531;538;550;
523.0,9.0,540;536;558;543;559;546;520;535;556;,9.0,540;536;558;543;559;546;520;535;556;
524.0,9.0,341;551;545;530;357;320;330;333;334;,9.0,341;551;545;530;357;320;330;333;334;
525.0,9.0,549;557;520;530;559;545;551;523;540;,9.0,549;557;520;530;559;545;551;523;540;
526.0,9.0,593;577;561;565;584;589;588;582;566;,9.0,593;577;561;565;584;589;588;582;566;
527.0,9.0,583;564;532;590;580;533;599;541;567;,9.0,583;564;532;590;580;533;599;541;567;
528.0,9.0,539;537;555;541;599;533;547;532;553;,9.0,539;537;555;541;599;533;547;532;553;
529.0,9.0,554;597;566;570;567;588;593;526;577;,9.0,554;597;566;570;567;588;593;526;577;
530.0,9.0,545;551;549;525;557;524;520;559;523;,9.0,545;551;549;525;557;524;520;559;523;
531.0,9.0,553;547;542;534;544;552;522;528;539;,9.0,553;547;542;534;544;552;522;528;539;
532.0,9.0,583;527;564;533;599;541;590;580;555;,9.0,583;527;564;533;599;541;590;580;555;
533.0,9.0,599;541;532;583;555;537;527;539;528;,9.0,599;541;532;583;555;537;527;539;528;
534.0,9.0,544;542;552;522;531;548;553;521;547;,9.0,544;542;552;522;531;548;553;521;547;
535.0,9.0,556;550;538;546;543;521;558;536;540;,9.0,556;550;538;546;543;521;558;536;540;
536.0,9.0,558;540;523;543;546;559;535;556;550;,9.0,558;540;523;543;546;559;535;556;550;
537.0,9.0,555;539;528;541;599;533;532;583;527;,9.0,555;539;528;541;599;533;532;583;527;
538.0,9.0,550;556;535;546;543;521;548;558;536;,9.0,550;556;535;546;543;521;548;558;536;
539.0,9.0,528;537;555;541;599;533;532;547;583;,9.0,528;537;555;541;599;533;532;547;583;
540.0,9.0,523;536;558;543;559;546;520;535;556;,9.0,523;536;558;543;559;546;520;535;556;
541.0,9.0,599;533;532;555;583;537;527;539;528;,9.0,599;533;532;555;583;537;527;539;528;
542.0,9.0,534;544;552;522;531;553;548;547;521;,9.0,534;544;552;522;531;553;548;547;521;
543.0,9.0,546;558;536;540;523;535;556;550;538;,9.0,546;558;536;540;523;535;556;550;538;
544.0,9.0,534;542;552;522;531;548;553;521;547;,9.0,534;542;552;522;531;548;553;521;547;
545.0,9.0,551;530;549;525;557;524;520;559;523;,9.0,551;530;549;525;557;524;520;559;523;
546.0,9.0,543;535;556;550;538;558;536;540;523;,9.0,543;535;556;550;538;558;536;540;523;
547.0,9.0,553;531;542;534;528;544;539;537;555;,9.0,553;531;542;534;528;544;539;537;555;
548.0,9.0,521;538;550;556;535;522;552;546;543;,9.0,521;538;550;556;535;522;552;546;543;
549.0,9.0,525;557;530;545;520;551;559;523;540;,9.0,525;557;530;545;520;551;559;523;540;
550.0,9.0,556;538;535;546;543;521;548;558;536;,9.0,556;538;535;546;543;521;548;558;536;
551.0,9.0,545;530;549;525;557;524;520;559;523;,9.0,545;530;549;525;557;524;520;559;523;
552.0,9.0,522;544;534;542;548;521;531;538;550;,9.0,522;544;534;542;548;521;531;538;550;
553.0,9.0,547;531;542;534;544;552;522;528;539;,9.0,547;531;542;534;544;552;522;528;539;
554.0,9.0,597;529;570;567;566;588;580;590;593;,9.0,597;529;570;567;566;588;580;590;593;
555.0,9.0,537;539;528;541;599;533;532;583;527;,9.0,537;539;528;541;599;533;532;583;527;
556.0,9.0,550;538;535;546;543;521;548;558;536;,9.0,550;538;535;546;543;521;548;558;536;
