point_id,|knn_neighbors|,knn_neighbors_id,|rnn_neighbors|,rnn_neighbors_id
0.0,8.0,94;361;7;88;117;30;84;204;,0.0,
302.0,8.0,294;307;309;287;295;296;298;283;,8.0,294;307;309;287;295;296;298;283;
303.0,8.0,313;304;301;273;280;278;292;305;,8.0,313;304;301;273;280;278;292;305;
304.0,8.0,313;301;280;303;292;310;288;273;,8.0,313;301;280;303;292;310;288;273;
305.0,8.0,278;273;317;290;303;256;67;47;,8.0,278;273;317;290;303;256;67;47;
306.0,8.0,288;310;297;292;293;280;301;281;,8.0,288;310;297;292;293;280;301;281;
307.0,8.0,294;287;295;302;296;298;283;300;,8.0,294;287;295;302;296;298;283;300;
308.0,8.0,284;319;299;314;311;281;285;293;,8.0,284;319;299;314;311;281;285;293;
309.0,8.0,302;286;294;332;307;287;295;343;,8.0,302;286;294;332;307;287;295;343;
310.0,8.0,288;292;306;280;301;297;304;313;,8.0,288;292;306;280;301;297;304;313;
311.0,8.0,281;299;293;297;319;308;284;306;,8.0,281;299;293;297;319;308;284;306;
312.0,8.0,53;54;69;62;315;44;266;49;,8.0,53;54;69;62;315;44;266;49;
313.0,8.0,304;303;301;280;292;310;273;288;,8.0,304;303;301;280;292;310;273;288;
314.0,8.0,285;284;291;308;319;300;283;299;,8.0,285;284;291;308;319;300;283;299;
315.0,8.0,62;54;53;49;312;69;44;266;,8.0,62;54;53;49;312;69;44;266;
316.0,8.0,251;41;272;247;40;259;43;282;,8.0,251;41;272;247;40;259;43;282;
317.0,8.0,290;256;67;47;305;278;60;273;,8.0,290;256;67;47;305;278;60;273;
318.0,8.0,276;289;60;47;49;67;256;290;,8.0,276;289;60;47;49;67;256;290;
319.0,8.0,308;284;299;311;281;314;293;285;,8.0,308;284;299;311;281;314;293;285;
320.0,8.0,330;333;334;356;355;357;345;335;,8.0,330;333;334;356;355;357;345;335;
321.0,8.0,348;325;343;347;337;338;327;328;,8.0,348;325;343;347;337;338;327;328;
322.0,8.0,350;349;324;353;331;326;329;336;,8.0,350;349;324;353;331;326;329;336;
323.0,8.0,346;358;351;339;344;359;354;336;,8.0,346;358;351;339;344;359;354;336;
324.0,8.0,350;331;326;322;349;353;336;329;,8.0,350;331;326;322;349;353;336;329;
325.0,8.0,321;347;348;343;337;338;327;328;,8.0,321;347;348;343;337;338;327;328;
326.0,8.0,331;324;350;336;322;349;353;329;,8.0,331;324;350;336;322;349;353;329;
327.0,8.0,328;338;337;329;353;349;322;350;,8.0,328;338;337;329;353;349;322;350;
328.0,8.0,327;338;329;337;353;349;322;350;,8.0,327;338;329;337;353;349;322;350;
329.0,8.0,353;349;322;328;350;327;324;331;,8.0,353;349;322;328;350;327;324;331;
330.0,8.0,333;334;356;355;320;345;335;352;,8.0,333;334;356;355;320;345;335;352;
331.0,8.0,326;324;350;322;336;349;353;329;,8.0,326;324;350;322;336;349;353;329;
332.0,8.0,286;343;348;321;325;309;347;337;,8.0,286;343;348;321;325;309;347;337;
333.0,8.0,334;356;330;355;320;345;335;352;,8.0,334;356;330;355;320;345;335;352;
334.0,8.0,333;356;330;355;320;345;335;352;,8.0,333;356;330;355;320;345;335;352;
335.0,8.0,345;352;342;355;356;334;333;330;,8.0,345;352;342;355;356;334;333;330;
336.0,8.0,326;331;324;350;322;359;349;351;,8.0,326;331;324;350;322;359;349;351;
337.0,8.0,338;327;328;347;329;353;349;322;,8.0,338;327;328;347;329;353;349;322;
338.0,8.0,337;327;328;329;353;349;347;322;,8.0,337;327;328;329;353;349;347;322;
339.0,8.0,344;354;323;346;358;351;340;359;,8.0,344;354;323;346;358;351;340;359;
340.0,8.0,342;352;354;335;345;344;339;355;,8.0,342;352;354;335;345;344;339;355;
341.0,8.0,357;320;330;333;334;356;355;345;,8.0,357;320;330;333;334;356;355;345;
342.0,8.0,352;340;335;345;354;355;356;334;,8.0,352;340;335;345;354;355;356;334;
343.0,8.0,348;321;325;347;332;286;337;338;,8.0,348;321;325;347;332;286;337;338;
344.0,8.0,339;354;323;346;358;340;351;359;,8.0,339;354;323;346;358;340;351;359;
345.0,8.0,335;352;342;355;356;334;333;330;,8.0,335;352;342;355;356;334;333;330;
346.0,8.0,358;351;323;359;339;344;336;354;,8.0,358;351;323;359;339;344;336;354;
347.0,8.0,325;337;338;321;327;328;348;329;,8.0,325;337;338;321;327;328;348;329;
348.0,8.0,321;343;325;347;337;338;332;286;,8.0,321;343;325;347;337;338;332;286;
349.0,8.0,353;322;329;350;324;331;326;328;,8.0,353;322;329;350;324;331;326;328;
350.0,8.0,324;322;331;326;349;353;329;336;,8.0,324;322;331;326;349;353;329;336;
351.0,8.0,358;359;346;323;336;326;339;344;,8.0,358;359;346;323;336;326;339;344;
352.0,8.0,342;335;345;340;355;356;334;333;,8.0,342;335;345;340;355;356;334;333;
353.0,8.0,349;329;322;350;324;331;326;328;,8.0,349;329;322;350;324;331;326;328;
354.0,8.0,344;339;340;323;342;352;346;358;,8.0,344;339;340;323;342;352;346;358;
355.0,8.0,356;334;333;330;320;345;335;352;,8.0,356;334;333;330;320;345;335;352;
356.0,8.0,334;333;330;355;320;345;335;352;,8.0,334;333;330;355;320;345;335;352;
357.0,8.0,341;320;330;333;334;356;355;345;,8.0,341;320;330;333;334;356;355;345;
358.0,8.0,346;351;323;359;339;344;336;326;,8.0,346;351;323;359;339;344;336;326;
359.0,8.0,351;358;346;336;323;326;331;324;,8.0,351;358;346;336;323;326;331;324;
360.0,8.0,18;374;119;3;380;26;384;104;,8.0,18;374;119;3;380;26;384;104;
361.0,8.0,7;117;0;94;84;88;30;101;,8.0,7;117;0;94;84;88;30;101;
362.0,8.0,211;85;37;15;127;395;378;4;,8.0,211;85;37;15;127;395;378;4;
363.0,8.0,385;213;377;96;10;389;118;383;,8.0,385;213;377;96;10;389;118;383;
364.0,8.0,127;15;85;211;362;368;369;37;,8.0,127;15;85;211;362;368;369;37;
365.0,8.0,202;226;373;216;388;393;383;210;,8.0,202;226;373;216;388;393;383;210;
366.0,8.0,218;86;224;217;394;381;399;93;,8.0,218;86;224;217;394;381;399;93;
367.0,8.0,11;372;379;386;99;12;25;391;,8.0,11;372;379;386;99;12;25;391;
368.0,8.0,369;370;103;233;364;127;15;85;,8.0,369;370;103;233;364;127;15;85;
369.0,8.0,368;370;103;233;364;127;15;85;,8.0,368;370;103;233;364;127;15;85;
370.0,8.0,369;368;103;233;364;127;15;85;,8.0,369;368;103;233;364;127;15;85;
371.0,8.0,208;391;25;394;12;217;224;218;,8.0,208;391;25;394;12;217;224;218;
372.0,8.0,379;11;367;12;25;386;391;208;,8.0,379;11;367;12;25;386;391;208;
373.0,8.0,216;210;202;365;392;226;388;393;,8.0,216;210;202;365;392;226;388;393;
374.0,8.0,360;18;3;119;380;26;104;384;,8.0,360;18;3;119;380;26;104;384;
375.0,8.0,81;396;33;397;97;109;206;99;,8.0,81;396;33;397;97;109;206;99;
376.0,8.0,201;236;100;9;229;235;392;228;,8.0,201;236;100;9;229;235;392;228;
377.0,8.0,385;383;393;388;226;363;365;213;,8.0,385;383;393;388;226;363;365;213;
378.0,8.0,4;395;22;92;93;37;399;381;,8.0,4;395;22;92;93;37;399;381;
379.0,8.0,372;11;367;12;25;386;391;208;,8.0,372;11;367;12;25;386;391;208;
380.0,8.0,119;26;384;18;360;374;90;3;,8.0,119;26;384;18;360;374;90;3;
381.0,8.0,399;93;92;22;4;378;395;86;,8.0,399;93;92;22;4;378;395;86;
382.0,8.0,91;390;82;98;114;28;111;110;,8.0,91;390;82;98;114;28;111;110;
383.0,8.0,393;388;226;377;385;365;363;202;,8.0,393;388;226;377;385;365;363;202;
384.0,8.0,26;90;380;119;18;360;115;374;,8.0,26;90;380;119;18;360;115;374;
385.0,8.0,377;383;393;388;226;363;365;213;,8.0,377;383;393;388;226;363;365;213;
386.0,8.0,99;367;11;397;372;379;375;12;,8.0,99;367;11;397;372;379;375;12;
387.0,8.0,231;222;219;230;225;398;223;214;,8.0,231;222;219;230;225;398;223;214;
388.0,8.0,393;383;226;377;385;365;202;363;,8.0,393;383;226;377;385;365;202;363;
389.0,8.0,10;96;213;118;363;385;377;383;,8.0,10;96;213;118;363;385;377;383;
390.0,8.0,91;98;382;111;13;108;82;114;,8.0,91;98;382;111;13;108;82;114;
391.0,8.0,25;12;208;371;379;372;11;367;,8.0,25;12;208;371;379;372;11;367;
392.0,8.0,235;236;210;201;216;376;373;100;,8.0,235;236;210;201;216;376;373;100;
393.0,8.0,388;383;226;377;385;365;202;363;,8.0,388;383;226;377;385;365;202;363;
394.0,8.0,217;224;218;371;366;208;86;391;,8.0,217;224;218;371;366;208;86;391;
395.0,8.0,378;4;22;92;37;93;399;381;,8.0,378;4;22;92;37;93;399;381;
396.0,8.0,33;81;97;375;109;206;397;108;,8.0,33;81;97;375;109;206;397;108;
397.0,8.0,99;375;81;386;396;33;97;367;,8.0,99;375;81;386;396;33;97;367;
398.0,8.0,223;225;214;230;219;222;203;231;,8.0,223;225;214;230;219;222;203;231;
399.0,8.0,381;93;92;22;4;378;395;86;,8.0,381;93;92;22;4;378;395;86;
400.0,8.0,409;515;411;432;423;408;431;428;,8.0,409;515;411;432;423;408;431;428;
401.0,8.0,416;410;415;438;426;425;430;418;,8.0,416;410;415;438;426;425;430;418;
402.0,8.0,435;405;439;418;406;422;430;429;,8.0,435;405;439;418;406;422;430;429;
403.0,8.0,485;484;488;419;517;503;491;413;,8.0,485;484;488;419;517;503;491;413;
404.0,8.0,487;427;512;434;428;408;420;432;,8.0,487;427;512;434;428;408;420;432;
405.0,8.0,402;435;406;439;418;422;429;430;,8.0,402;435;406;439;418;422;429;430;
406.0,8.0,405;422;402;435;429;439;418;430;,8.0,405;422;402;435;429;439;418;430;
407.0,8.0,436;414;433;431;423;437;411;515;,8.0,436;414;433;431;423;437;411;515;
408.0,8.0,428;434;432;487;404;409;400;427;,8.0,428;434;432;487;404;409;400;427;
409.0,8.0,400;432;515;411;423;408;428;434;,8.0,400;432;515;411;423;408;428;434;
410.0,8.0,438;401;416;415;426;425;430;418;,8.0,438;401;416;415;426;425;430;418;
411.0,8.0,515;400;423;409;432;431;433;408;,8.0,515;400;423;409;432;431;433;408;
412.0,8.0,417;421;437;481;424;491;436;407;,8.0,417;421;437;481;424;491;436;407;
413.0,8.0,495;514;503;517;419;496;507;484;,8.0,495;514;503;517;419;496;507;484;
414.0,8.0,433;407;436;431;423;411;515;400;,8.0,433;407;436;431;423;411;515;400;
415.0,8.0,416;401;410;438;426;425;430;499;,8.0,416;401;410;438;426;425;430;499;
416.0,8.0,415;401;410;438;426;425;430;499;,8.0,415;401;410;438;426;425;430;499;
417.0,8.0,421;412;481;424;437;491;488;436;,8.0,421;412;481;424;437;491;488;436;
418.0,8.0,439;435;402;430;405;406;422;425;,8.0,439;435;402;430;405;406;422;425;
419.0,8.0,517;503;484;485;403;413;495;514;,8.0,517;503;484;485;403;413;495;514;
420.0,8.0,512;427;404;487;434;428;429;422;,8.0,512;427;404;487;434;428;429;422;
421.0,8.0,417;412;481;424;437;491;488;436;,8.0,417;412;481;424;437;491;488;436;
422.0,8.0,429;406;405;402;435;439;418;430;,8.0,429;406;405;402;435;439;418;430;
423.0,8.0,411;515;431;400;409;433;432;414;,8.0,411;515;431;400;409;433;432;414;
424.0,8.0,481;491;421;417;412;488;437;403;,8.0,481;491;421;417;412;488;437;403;
425.0,8.0,426;430;438;418;439;410;435;402;,8.0,426;430;438;418;439;410;435;402;
426.0,8.0,425;438;430;410;418;401;439;435;,8.0,425;438;430;410;418;401;439;435;
427.0,8.0,404;512;487;434;428;420;408;432;,8.0,404;512;487;434;428;420;408;432;
428.0,8.0,434;408;487;404;427;432;409;512;,8.0,434;408;487;404;427;432;409;512;
429.0,8.0,422;406;405;402;435;439;418;420;,8.0,422;406;405;402;435;439;418;420;
430.0,8.0,418;439;425;435;402;426;405;406;,8.0,418;439;425;435;402;426;405;406;
431.0,8.0,433;414;423;411;407;436;515;400;,8.0,433;414;423;411;407;436;515;400;
432.0,8.0,409;400;515;411;408;423;428;434;,8.0,409;400;515;411;408;423;428;434;
433.0,8.0,431;414;407;436;423;411;515;400;,8.0,431;414;407;436;423;411;515;400;
434.0,8.0,428;408;487;404;427;432;409;512;,8.0,428;408;487;404;427;432;409;512;
435.0,8.0,402;439;405;418;406;430;422;429;,8.0,402;439;405;418;406;430;422;429;
436.0,8.0,407;414;433;431;423;437;411;515;,8.0,407;414;433;431;423;437;411;515;
437.0,8.0,412;417;421;481;436;407;424;414;,8.0,412;417;421;481;436;407;424;414;
438.0,8.0,410;401;426;416;425;415;430;418;,8.0,410;401;426;416;425;415;430;418;
439.0,8.0,435;418;402;405;406;430;422;429;,8.0,435;418;402;405;406;430;422;429;
440.0,8.0,462;464;466;459;461;456;454;469;,8.0,462;464;466;459;461;456;454;469;
441.0,8.0,443;468;449;473;477;454;461;463;,8.0,443;468;449;473;477;454;461;463;
442.0,8.0,472;448;447;476;455;445;475;457;,8.0,472;448;447;476;455;445;475;457;
443.0,8.0,441;468;449;473;477;454;461;463;,8.0,441;468;449;473;477;454;461;463;
444.0,8.0,446;451;465;478;460;471;450;452;,8.0,446;451;465;478;460;471;450;452;
445.0,8.0,455;475;476;447;457;470;448;474;,8.0,455;475;476;447;457;470;448;474;
446.0,8.0,444;465;451;478;460;471;452;450;,8.0,444;465;451;478;460;471;452;450;
447.0,8.0,476;455;445;475;448;457;472;470;,8.0,476;455;445;475;448;457;472;470;
448.0,8.0,472;447;476;455;445;475;457;470;,8.0,472;447;476;455;445;475;457;470;
449.0,8.0,468;473;443;441;477;463;454;461;,8.0,468;473;443;441;477;463;454;461;
450.0,8.0,471;460;467;478;451;444;446;465;,8.0,471;460;467;478;451;444;446;465;
451.0,8.0,444;478;446;465;460;471;450;467;,8.0,444;478;446;465;460;471;450;467;
452.0,8.0,463;465;477;446;473;444;451;449;,8.0,463;465;477;446;473;444;451;449;
453.0,8.0,469;456;459;466;464;462;440;479;,8.0,469;456;459;466;464;462;440;479;
454.0,8.0,461;441;443;468;449;473;477;463;,8.0,461;441;443;468;449;473;477;463;
455.0,8.0,476;447;445;475;448;457;470;474;,8.0,476;447;445;475;448;457;470;474;
456.0,8.0,469;453;459;466;464;462;440;479;,8.0,469;453;459;466;464;462;440;479;
457.0,8.0,470;474;475;445;455;458;476;447;,8.0,470;474;475;445;455;458;476;447;
458.0,8.0,467;474;450;470;471;460;457;478;,8.0,467;474;450;470;471;460;457;478;
459.0,8.0,466;464;462;440;456;469;453;461;,8.0,466;464;462;440;456;469;453;461;
460.0,8.0,471;478;450;451;444;467;446;465;,8.0,471;478;450;451;444;467;446;465;
461.0,8.0,454;441;443;468;449;473;477;463;,8.0,454;441;443;468;449;473;477;463;
462.0,8.0,440;464;466;459;456;469;461;454;,8.0,440;464;466;459;456;469;461;454;
463.0,8.0,452;477;473;449;465;468;446;444;,8.0,452;477;473;449;465;468;446;444;
464.0,8.0,466;459;462;440;456;469;453;461;,8.0,466;459;462;440;456;469;453;461;
465.0,8.0,446;444;451;478;452;460;471;463;,8.0,446;444;451;478;452;460;471;463;
466.0,8.0,464;459;462;440;456;469;453;461;,8.0,464;459;462;440;456;469;453;461;
467.0,8.0,450;471;460;458;478;451;444;446;,8.0,450;471;460;458;478;451;444;446;
468.0,8.0,443;441;449;473;477;454;461;463;,8.0,443;441;449;473;477;454;461;463;
469.0,8.0,456;453;459;466;464;462;440;479;,8.0,456;453;459;466;464;462;440;479;
470.0,8.0,474;457;475;458;445;455;467;476;,8.0,474;457;475;458;445;455;467;476;
471.0,8.0,460;450;478;451;467;444;446;465;,8.0,460;450;478;451;467;444;446;465;
472.0,8.0,448;447;476;455;445;475;442;457;,8.0,448;447;476;455;445;475;442;457;
473.0,8.0,477;449;468;463;443;441;452;454;,8.0,477;449;468;463;443;441;452;454;
474.0,8.0,470;457;458;475;445;467;455;476;,8.0,470;457;458;475;445;467;455;476;
475.0,8.0,445;455;457;476;447;470;474;448;,8.0,445;455;457;476;447;470;474;448;
476.0,8.0,447;455;445;475;448;457;472;470;,8.0,447;455;445;475;448;457;472;470;
477.0,8.0,473;449;463;468;443;441;452;454;,8.0,473;449;463;468;443;441;452;454;
478.0,8.0,460;451;471;444;450;446;465;467;,8.0,460;451;471;444;450;446;465;467;
479.0,8.0,453;469;456;459;466;464;462;440;,8.0,453;469;456;459;466;464;462;440;
480.0,8.0,490;507;496;513;514;495;413;503;,8.0,490;507;496;513;514;495;413;503;
481.0,8.0,424;421;417;491;412;488;437;403;,8.0,424;421;417;491;412;488;437;403;
482.0,8.0,509;497;519;493;513;490;486;480;,8.0,509;497;519;493;513;490;486;480;
483.0,8.0,492;486;494;498;493;501;516;497;,8.0,492;486;494;498;493;501;516;497;
484.0,8.0,485;403;419;517;503;488;413;495;,8.0,485;403;419;517;503;488;413;495;
485.0,8.0,484;403;419;517;488;503;413;491;,8.0,484;403;419;517;488;503;413;491;
486.0,8.0,492;483;493;497;482;509;494;498;,8.0,492;483;493;497;482;509;494;498;
487.0,8.0,404;427;434;428;512;408;420;432;,8.0,404;427;434;428;512;408;420;432;
488.0,8.0,491;403;485;484;424;481;419;517;,8.0,491;403;485;484;424;481;419;517;
489.0,8.0,502;500;504;172;190;506;191;511;,8.0,502;500;504;172;190;506;191;511;
490.0,8.0,480;513;507;519;496;509;482;514;,8.0,480;513;507;519;496;509;482;514;
491.0,8.0,424;488;481;421;417;403;485;412;,8.0,424;488;481;421;417;403;485;412;
492.0,8.0,486;483;493;494;497;498;482;509;,8.0,486;483;493;494;497;498;482;509;
493.0,8.0,497;482;509;519;513;486;492;483;,8.0,497;482;509;519;513;486;492;483;
494.0,8.0,498;501;516;518;511;483;492;506;,8.0,498;501;516;518;511;483;492;506;
495.0,8.0,413;514;503;517;496;419;507;484;,8.0,413;514;503;517;496;419;507;484;
496.0,8.0,507;514;495;413;480;503;517;419;,8.0,507;514;495;413;480;503;517;419;
497.0,8.0,493;482;509;519;513;486;490;492;,8.0,493;482;509;519;513;486;490;492;
498.0,8.0,494;501;516;518;511;483;506;492;,8.0,494;501;516;518;511;483;506;492;
499.0,8.0,415;416;401;410;438;426;425;430;,8.0,415;416;401;410;438;426;425;430;
500.0,8.0,489;172;190;502;191;504;508;510;,8.0,489;172;190;502;191;504;508;510;
501.0,8.0,516;498;494;518;511;506;483;492;,8.0,516;498;494;518;511;506;483;492;
502.0,8.0,489;504;500;506;511;518;172;190;,8.0,489;504;500;506;511;518;172;190;
503.0,8.0,517;413;419;495;514;484;485;403;,8.0,517;413;419;495;514;484;485;403;
504.0,8.0,502;506;489;511;518;516;501;498;,8.0,502;506;489;511;518;516;501;498;
505.0,8.0,499;415;416;401;410;438;426;425;,8.0,499;415;416;401;410;438;426;425;
506.0,8.0,511;518;516;501;498;494;504;483;,8.0,511;518;516;501;498;494;504;483;
507.0,8.0,496;480;514;495;413;503;490;517;,8.0,496;480;514;495;413;503;490;517;
508.0,8.0,510;194;165;186;173;191;184;193;,8.0,510;194;165;186;173;191;184;193;
509.0,8.0,482;519;497;493;513;490;486;480;,8.0,482;519;497;493;513;490;486;480;
510.0,8.0,194;508;165;186;173;184;191;193;,8.0,194;508;165;186;173;184;191;193;
511.0,8.0,518;516;501;506;498;494;483;504;,8.0,518;516;501;506;498;494;483;504;
512.0,8.0,427;404;420;487;434;428;408;432;,8.0,427;404;420;487;434;428;408;432;
513.0,8.0,490;519;509;482;480;497;493;507;,8.0,490;519;509;482;480;497;493;507;
514.0,8.0,495;413;503;496;517;419;507;484;,8.0,495;413;503;496;517;419;507;484;
515.0,8.0,411;400;409;432;423;431;408;433;,8.0,411;400;409;432;423;431;408;433;
516.0,8.0,501;498;494;518;511;506;483;492;,8.0,501;498;494;518;511;506;483;492;
517.0,8.0,419;503;484;485;413;495;403;514;,8.0,419;503;484;485;413;495;403;514;
518.0,8.0,511;516;501;506;498;494;483;492;,8.0,511;516;501;506;498;494;483;492;
519.0,8.0,509;482;497;513;493;490;480;486;,8.0,509;482;497;513;493;490;480;486;
520.0,8.0,559;523;540;536;558;543;546;535;,8.0,559;523;540;536;558;543;546;535;
521.0,8.0,548;538;550;556;535;546;543;522;,8.0,548;538;550;556;535;546;543;522;
522.0,8.0,552;544;534;542;548;521;531;538;,8.0,552;544;534;542;548;521;531;538;
523.0,8.0,540;536;558;543;559;546;520;535;,8.0,540;536;558;543;559;546;520;535;
524.0,8.0,341;551;545;530;357;320;330;333;,8.0,341;551;545;530;357;320;330;333;
525.0,8.0,549;557;520;530;559;545;551;523;,8.0,549;557;520;530;559;545;551;523;
526.0,8.0,593;577;561;565;584;589;588;582;,8.0,593;577;561;565;584;589;588;582;
527.0,8.0,583;564;532;590;580;533;599;541;,8.0,583;564;532;590;580;533;599;541;
528.0,8.0,539;537;555;541;599;533;547;532;,8.0,539;537;555;541;599;533;547;532;
529.0,8.0,554;597;566;570;567;588;593;526;,8.0,554;597;566;570;567;588;593;526;
530.0,8.0,545;551;549;525;557;524;520;559;,8.0,545;551;549;525;557;524;520;559;
531.0,8.0,553;547;542;534;544;552;522;528;,8.0,553;547;542;534;544;552;522;528;
532.0,8.0,583;527;564;533;599;541;590;580;,8.0,583;527;564;533;599;541;590;580;
533.0,8.0,599;541;532;583;555;537;527;539;,8.0,599;541;532;583;555;537;527;539;
534.0,8.0,544;542;552;522;531;548;553;521;,8.0,544;542;552;522;531;548;553;521;
535.0,8.0,556;550;538;546;543;521;558;536;,8.0,556;550;538;546;543;521;558;536;
536.0,8.0,558;540;523;543;546;559;535;556;,8.0,558;540;523;543;546;559;535;556;
537.0,8.0,555;539;528;541;599;533;532;583;,8.0,555;539;528;541;599;533;532;583;
538.0,8.0,550;556;535;546;543;521;548;558;,8.0,550;556;535;546;543;521;548;558;
539.0,8.0,528;537;555;541;599;533;532;547;,8.0,528;537;555;541;599;533;532;547;
540.0,8.0,523;536;558;543;559;546;520;535;,8.0,523;536;558;543;559;546;520;535;
541.0,8.0,599;533;532;555;583;537;527;539;,8.0,599;533;532;555;583;537;527;539;
542.0,8.0,534;544;552;522;531;553;548;547;,8.0,534;544;552;522;531;553;548;547;
543.0,8.0,546;558;536;540;523;535;556;550;,8.0,546;558;536;540;523;535;556;550;
544.0,8.0,534;542;552;522;531;548;553;521;,8.0,534;542;552;522;531;548;553;521;
545.0,8.0,551;530;549;525;557;524;520;559;,8.0,551;530;549;525;557;524;520;559;
546.0,8.0,543;535;556;550;538;558;536;540;,8.0,543;535;556;550;538;558;536;540;
547.0,8.0,553;531;542;534;528;544;539;537;,8.0,553;531;542;534;528;544;539;537;
548.0,8.0,521;538;550;556;522;535;552;546;,8.0,521;538;550;556;522;535;552;546;
549.0,8.0,525;557;530;520;545;551;559;523;,8.0,525;557;530;520;545;551;559;523;
550.0,8.0,556;538;535;546;543;521;548;558;,8.0,556;538;535;546;543;521;548;558;
551.0,8.0,545;530;549;525;557;524;520;559;,8.0,545;530;549;525;557;524;520;559;
552.0,8.0,522;544;534;542;548;521;531;538;,8.0,522;544;534;542;548;521;531;538;
553.0,8.0,547;531;542;534;544;552;522;528;,8.0,547;531;542;534;544;552;522;528;
554.0,8.0,597;529;570;567;566;588;580;590;,8.0,597;529;570;567;566;588;580;590;
555.0,8.0,537;539;528;541;599;533;532;583;,8.0,537;539;528;541;599;533;532;583;
556.0,8.0,550;538;535;546;543;521;548;558;,8.0,550;538;535;546;543;521;548;558;
557.0,8.0,525;549;520;559;523;540;536;558;,8.0,525;549;520;559;523;540;536;558;
558.0,8.0,536;540;523;543;546;559;535;556;,8.0,536;540;523;543;546;559;535;556;
559.0,8.0,520;523;540;536;558;543;546;535;,8.0,520;523;540;536;558;543;546;535;
560.0,8.0,569;596;592;598;586;562;591;581;,8.0,569;596;592;598;586;562;591;581;
561.0,8.0,565;577;526;593;584;589;582;588;,8.0,565;577;526;593;584;589;582;588;
562.0,8.0,591;586;581;598;595;594;592;596;,8.0,591;586;581;598;595;594;592;596;
563.0,8.0,572;578;585;579;575;571;574;587;,8.0,572;578;585;579;575;571;574;587;
564.0,8.0,527;590;583;580;532;533;599;541;,8.0,527;590;583;580;532;533;599;541;
565.0,8.0,561;584;577;589;526;593;582;588;,8.0,561;584;577;589;526;593;582;588;
566.0,8.0,588;529;554;593;526;577;561;597;,8.0,588;529;554;593;526;577;561;597;
567.0,8.0,570;597;554;529;580;590;566;564;,8.0,570;597;554;529;580;590;566;564;
568.0,8.0,573;576;587;574;571;582;589;575;,8.0,573;576;587;574;571;582;589;575;
569.0,8.0,560;596;592;598;586;562;591;581;,8.0,560;596;592;598;586;562;591;581;
570.0,8.0,567;597;554;529;580;590;566;564;,8.0,567;597;554;529;580;590;566;564;
571.0,8.0,574;587;575;578;568;573;576;563;,8.0,574;587;575;578;568;573;576;563;
572.0,8.0,585;579;563;578;594;575;595;571;,8.0,585;579;563;578;594;575;595;571;
573.0,8.0,576;568;582;587;574;589;571;584;,8.0,576;568;582;587;574;589;571;584;
574.0,8.0,587;571;575;568;578;573;576;563;,8.0,587;571;575;568;578;573;576;563;
575.0,8.0,571;574;578;587;563;568;573;576;,8.0,571;574;578;587;563;568;573;576;
576.0,8.0,573;568;582;587;589;574;571;584;,8.0,573;568;582;587;589;574;571;584;
577.0,8.0,526;593;561;565;584;589;582;588;,8.0,526;593;561;565;584;589;582;588;
578.0,8.0,575;563;571;574;587;572;585;579;,8.0,575;563;571;574;587;572;585;579;
579.0,8.0,585;572;563;594;595;578;581;575;,8.0,585;572;563;594;595;578;581;575;
580.0,8.0,590;564;527;583;532;567;570;597;,8.0,590;564;527;583;532;567;570;597;
581.0,8.0,595;594;591;562;579;585;572;586;,8.0,595;594;591;562;579;585;572;586;
582.0,8.0,589;584;565;561;577;576;573;526;,8.0,589;584;565;561;577;576;573;526;
583.0,8.0,532;527;564;590;533;599;541;580;,8.0,532;527;564;590;533;599;541;580;
584.0,8.0,565;589;561;582;577;526;593;576;,8.0,565;589;561;582;577;526;593;576;
585.0,8.0,579;572;563;594;578;595;581;575;,8.0,579;572;563;594;578;595;581;575;
586.0,8.0,598;562;591;592;596;581;595;594;,8.0,598;562;591;592;596;581;595;594;
587.0,8.0,574;571;575;568;573;576;578;563;,8.0,574;571;575;568;573;576;578;563;
588.0,8.0,566;593;526;577;561;565;529;584;,8.0,566;593;526;577;561;565;529;584;
589.0,8.0,582;584;565;561;577;526;593;576;,8.0,582;584;565;561;577;526;593;576;
590.0,8.0,580;564;527;583;532;567;570;597;,8.0,580;564;527;583;532;567;570;597;
591.0,8.0,562;586;581;595;598;594;592;596;,8.0,562;586;581;595;598;594;592;596;
592.0,8.0,596;598;586;562;591;569;581;595;,8.0,596;598;586;562;591;569;581;595;
593.0,8.0,526;577;561;565;584;589;588;582;,8.0,526;577;561;565;584;589;588;582;
594.0,8.0,595;581;579;585;572;591;563;562;,8.0,595;581;579;585;572;591;563;562;
595.0,8.0,581;594;579;585;591;572;562;563;,8.0,581;594;579;585;591;572;562;563;
596.0,8.0,592;598;586;562;591;569;581;595;,8.0,592;598;586;562;591;569;581;595;
597.0,8.0,570;567;554;529;580;566;590;588;,8.0,570;567;554;529;580;566;590;588;
598.0,8.0,592;596;586;562;591;581;595;569;,8.0,592;596;586;562;591;581;595;569;
599.0,8.0,533;541;532;583;555;537;527;539;,8.0,533;541;532;583;555;537;527;539;
